Row	m_mode	c_mode	alpha_mode	epsilon_mode	ppScore	percentPredicted	warning_percent_predicted
AC-kirby27-DAYS	-0.435083271168289	-2.68575403990747	2.83932360390783	0.0114161503743149	15.5288425915527	0.962962962962963	0
CS-kirby27-DAYS	-0.455205328982984	-3.19469472730172	1.76584639560597	0.0134131763497193	15.5741355050793	0.962962962962963	0
