filename,id
AC-kirby27.txt,AC
BL-kirby27.txt,BL
bv-kirby27.txt,BV
CS-kirby27.txt,CS
EP-kirby27.txt,EP
JR-kirby27.txt,JR
KA-kirby27.txt,KA
LJ-kirby27.txt,LJ
LY-kirby27.txt,LY
NA-kirby27.txt,NA
rm-kirby27.txt,RM
SB-kirby27.txt,SB
SK-kirby27.txt,SK
VD-kirby27.txt,VD
vs-kirby27.txt,VS
